,job_name,norm_job_submit_time,ddl,A100,GTX2080Ti,V100,gpu_milli
163,openb-pod-2447,0,inf,7802.0,11347,19461,470
164,openb-pod-1137,0,inf,1238.0,2402,3284,650
165,openb-pod-3192,0,inf,3648.0,5532,8939,470
166,openb-pod-2817,0,inf,4916.0,7798,13028,320
167,openb-pod-3022,0,inf,1013.0,1957,2550,320
168,openb-pod-1984,0,inf,3847.0,6304,9751,470
169,openb-pod-1404,0,inf,4445.0,7503,10997,160
170,openb-pod-1830,0,inf,2828.0,5118,6905,470
171,openb-pod-1497,0,inf,8831.0,14623,23069,220
172,openb-pod-3041,0,inf,79992.0,112211,198134,810
173,openb-pod-3408,0,inf,1313.0,2584,3345,470
174,openb-pod-2068,0,inf,13811.0,21490,33381,810
175,openb-pod-2270,0,2720.0,1799.0,2666,4642,460
176,openb-pod-1668,0,inf,1229.0,1798,3207,460
177,openb-pod-1248,0,7208.0,3333.0,4839,8617,470
178,openb-pod-2230,0,inf,1648.0,2477,4247,650
179,openb-pod-2946,0,inf,1217.0,1975,3046,650
180,openb-pod-2350,0,inf,2195.0,3262,5501,470
181,openb-pod-1577,0,inf,13974.0,23458,36639,810
182,openb-pod-2887,0,inf,3007.0,5695,7233,470
183,openb-pod-2906,0,inf,12206.0,22301,31966,230
184,openb-pod-1158,0,inf,3510.0,5035,8598,810
185,openb-pod-3122,0,inf,1796.0,2840,4712,470
186,openb-pod-2060,0,17285.0,9153.0,17190,24060,320
187,openb-pod-2644,0,inf,2968.0,5655,7540,320
188,openb-pod-3076,0,inf,114035.0,175714,280874,810
189,openb-pod-2109,0,inf,28306.0,45240,73843,160
190,openb-pod-2534,0,inf,1106.0,1694,2818,220
191,openb-pod-1464,0,inf,101751.0,195766,253023,810
192,openb-pod-2054,0,92092.0,55562.0,84921,136814,220
193,openb-pod-2892,0,inf,2305.0,4154,5864,650
194,openb-pod-2228,0,inf,4222.0,8148,10771,650
195,openb-pod-2961,0,inf,15175.0,22686,39271,810
196,openb-pod-1793,0,inf,2510.0,4680,6483,110
197,openb-pod-2794,0,inf,1230.0,2087,3034,370
198,openb-pod-2030,0,inf,1327.0,2564,3489,650
199,openb-pod-1442,0,inf,7888.0,12399,20922,320
200,openb-pod-1820,0,inf,13079.0,20870,31831,650
201,openb-pod-2446,0,inf,5160.0,7860,13614,320
202,openb-pod-1652,0,inf,1710.0,3122,4129,470
203,openb-pod-1958,0,inf,12475899.0,24825531,32544232,460
204,openb-pod-2065,0,inf,74653.0,147228,185164,810
205,openb-pod-1306,0,inf,1636.0,3013,4091,470
206,openb-pod-2897,0,inf,6241.0,8858,16212,320
207,openb-pod-1355,0,14058.0,7092.0,10812,17762,810
208,openb-pod-1735,0,inf,1974.0,3488,4934,320
209,openb-pod-1376,0,inf,1131.0,1905,3001,650
210,openb-pod-1345,0,inf,4836.0,9197,12651,810
211,openb-pod-1183,0,inf,3024.0,4862,7670,160
212,openb-pod-2792,0,inf,2598.0,3873,6361,110
213,openb-pod-2115,0,inf,1692.0,2440,4186,460
214,openb-pod-1655,0,inf,1377.0,2222,3484,650
215,openb-pod-1651,0,inf,59003.0,110504,146202,810
216,openb-pod-3398,0,3145.0,1058.0,1559,2726,470
217,openb-pod-2135,0,inf,4928.0,9555,12538,320
218,openb-pod-1685,0,inf,15722.0,31144,39655,440
219,openb-pod-2273,0,inf,1308.0,2059,3191,320
220,openb-pod-1277,0,inf,1019.0,1777,2674,460
221,openb-pod-1933,0,inf,1069.0,1533,2607,370
222,openb-pod-3319,0,inf,4021.0,5786,10049,470
223,openb-pod-1743,0,40482.0,22052.0,35599,55315,810
224,openb-pod-2770,0,inf,1126.0,1680,2756,320
225,openb-pod-2618,0,71824.0,33297.0,48325,86768,810
226,openb-pod-3380,0,inf,5868.0,8666,14131,160
227,openb-pod-1906,0,inf,25974.0,47113,65756,320
228,openb-pod-3399,0,inf,10084.0,17008,26026,320
229,openb-pod-3214,0,inf,1143.0,1692,2788,810
230,openb-pod-1538,0,inf,9059.0,14498,22654,110
231,openb-pod-1481,0,inf,5673.0,11125,13689,320
232,openb-pod-1684,0,inf,1967.0,3096,4947,470
233,openb-pod-1346,0,2719.0,1315.0,1857,3425,460
234,openb-pod-2153,0,inf,15235.0,30340,40347,320
235,openb-pod-3036,0,inf,65758.0,106245,167608,320
236,openb-pod-3043,0,inf,11166.0,20527,28157,810
237,openb-pod-3055,0,inf,3118.0,4606,7902,320
238,openb-pod-1620,0,inf,3231252.0,5146846,8129539,440
239,openb-pod-1200,0,inf,1053.0,1519,2541,810
240,openb-pod-1623,0,inf,2324.0,4324,5923,320
241,openb-pod-3349,0,inf,2127.0,4108,5115,650
242,openb-pod-1547,0,5415.0,2743.0,4211,7273,810
243,openb-pod-2048,0,inf,7240.0,12985,18124,220
244,openb-pod-1279,0,inf,10165.0,14333,25669,320
245,openb-pod-1343,0,inf,11841.0,22157,29254,470
246,openb-pod-2307,0,inf,3034.0,5438,7596,470
247,openb-pod-1351,0,inf,11181.0,18382,29663,810
248,openb-pod-2749,0,inf,1126.0,2166,2816,650
249,openb-pod-1168,0,inf,1958.0,3040,5192,470
250,openb-pod-2908,0,inf,3663.0,6236,8928,230
251,openb-pod-3278,0,inf,14575.0,24223,37676,810
252,openb-pod-2420,0,inf,10371.0,16117,26500,470
253,openb-pod-3274,0,inf,16619.0,25505,41876,460
254,openb-pod-1307,0,inf,1176.0,1750,2922,810
255,openb-pod-1926,0,3243.0,1119.0,1703,2776,810
256,openb-pod-3125,0,inf,6131.0,12237,15842,220
257,openb-pod-1650,0,13419.0,7299.0,14460,19222,50
258,openb-pod-1213,0,inf,2368.0,4402,6172,470
259,openb-pod-3074,0,inf,7748.0,15456,19659,470
260,openb-pod-2003,0,inf,5410.0,10707,14116,320
261,openb-pod-2391,0,inf,55754.0,99067,145994,110
262,openb-pod-1978,0,2382.0,1290.0,2509,3321,320
263,openb-pod-1386,0,inf,23843.0,33473,61567,320
264,openb-pod-1923,0,inf,1016.0,1584,2647,810
265,openb-pod-3226,0,inf,30483.0,54088,76525,320
266,openb-pod-2302,0,inf,44558.0,79788,112070,810
267,openb-pod-2493,0,inf,12061.0,19493,29536,470
268,openb-pod-1272,0,inf,1991.0,3312,5100,230
269,openb-pod-3069,0,inf,6835.0,10516,16915,650
270,openb-pod-3240,0,inf,3238910.0,5806874,7913007,470
271,openb-pod-3224,0,inf,2580.0,3921,6735,470
272,openb-pod-2964,0,inf,5708.0,11269,14605,470
273,openb-pod-1854,0,inf,8273.0,15549,22001,470
274,openb-pod-3003,0,inf,5641.0,9716,14258,320
275,openb-pod-1992,0,inf,2580.0,4594,6819,460
276,openb-pod-2300,0,inf,1067.0,1944,2740,320
277,openb-pod-1727,0,inf,3580.0,6205,9240,470
278,openb-pod-1167,0,inf,60796.0,96917,160231,810
279,openb-pod-1286,0,inf,20489.0,34332,52640,320
280,openb-pod-2467,0,5541.0,2755.0,4765,7091,220
281,openb-pod-2868,0,inf,1456.0,2588,3852,320
282,openb-pod-1211,0,inf,1315.0,2560,3361,320
283,openb-pod-1633,0,inf,1855.0,3086,4685,460
284,openb-pod-1600,0,inf,1723.0,2908,4378,320
285,openb-pod-3337,0,inf,1339.0,2059,3539,470
286,openb-pod-2360,0,inf,1166.0,1981,2973,370
287,openb-pod-1937,0,inf,1167.0,1636,3037,370
288,openb-pod-2495,0,inf,31817.0,44868,80064,810
289,openb-pod-1813,0,inf,10823.0,18042,27049,470
290,openb-pod-1260,0,inf,1365.0,2528,3393,650
291,openb-pod-2339,0,inf,4837.0,9408,12368,320
292,openb-pod-2759,0,9855.0,4246.0,7271,11060,470
293,openb-pod-1761,0,inf,2995.0,4889,7639,470
294,openb-pod-2518,0,inf,1355.0,2682,3323,810
295,openb-pod-2677,0,inf,6936.0,11644,17034,230
296,openb-pod-1475,0,inf,4538.0,8457,11416,320
297,openb-pod-1914,0,inf,3914.0,6116,9518,810
298,openb-pod-2330,0,inf,11136.0,18184,28474,320
299,openb-pod-1631,0,inf,2026.0,2939,5018,220
300,openb-pod-3101,0,inf,1080.0,1529,2810,460
301,openb-pod-2412,0,inf,7102.0,12493,18525,230
302,openb-pod-2637,0,inf,2700.0,4756,7101,460
303,openb-pod-2000,0,inf,3090.0,4332,7823,810
304,openb-pod-2807,0,inf,2506.0,3713,6529,650
305,openb-pod-1484,0,inf,1157.0,1840,3033,650
306,openb-pod-3067,0,inf,1984.0,3340,5153,320
307,openb-pod-1274,0,inf,1021.0,1709,2609,460
308,openb-pod-2148,0,inf,3441.0,6456,9048,220
309,openb-pod-1552,0,inf,2895.0,5725,7096,320
310,openb-pod-1877,0,inf,1798.0,3232,4649,460
311,openb-pod-1314,0,inf,6058.0,11697,15956,470
312,openb-pod-2849,0,inf,1661.0,2610,4168,650
313,openb-pod-2531,0,inf,1372.0,2693,3377,370
314,openb-pod-2015,0,inf,7718.0,12548,18926,220
315,openb-pod-1122,0,inf,4275.0,6841,11301,470
316,openb-pod-1356,0,inf,1227.0,1719,3238,810
317,openb-pod-2082,0,inf,10704.0,20483,28308,220
318,openb-pod-2177,0,inf,2606.0,4936,6721,470
319,openb-pod-1515,0,inf,5653.0,10238,14098,810
320,openb-pod-2078,0,inf,2114.0,3072,5140,470
321,openb-pod-2812,0,inf,1192.0,2075,3036,320
322,openb-pod-2710,0,inf,2529.0,4101,6070,320
323,openb-pod-1875,0,3575.0,1208.0,2265,2938,810
324,openb-pod-1638,0,inf,11356.0,19422,29666,470
325,openb-pod-3080,0,inf,1710.0,2788,4497,460
326,openb-pod-3324,0,inf,3962.0,7309,9974,320
327,openb-pod-2236,0,inf,3886.0,7307,10249,810
328,openb-pod-2190,0,inf,1689.0,2428,4408,650
329,openb-pod-1848,0,inf,3575.0,5147,8622,650
330,openb-pod-2074,0,inf,1447.0,2279,3685,650
331,openb-pod-1110,0,4820.0,3240.0,4741,8019,320
332,openb-pod-2670,0,6672.0,4192.0,8335,10314,470
333,openb-pod-1728,0,inf,2096.0,3572,5158,320
334,openb-pod-3000,0,inf,1391.0,2594,3523,650
335,openb-pod-2088,0,inf,10972.0,20049,28333,810
336,openb-pod-2861,0,inf,1168.0,2165,3055,370
337,openb-pod-3166,0,inf,1350.0,2069,3537,470
338,openb-pod-2064,0,inf,9625.0,16979,24773,220
339,openb-pod-3355,0,inf,10811.0,19235,27676,320
340,openb-pod-2227,0,inf,7721.0,12393,18816,470
341,openb-pod-2093,0,inf,32330.0,59280,83365,460
342,openb-pod-2210,0,inf,4543.0,8140,11799,650
343,openb-pod-1432,0,inf,9928.0,17206,25339,220
344,openb-pod-1292,0,inf,6260.0,10847,16089,480
345,openb-pod-3089,0,10404.0,4294.0,7082,10837,320
346,openb-pod-1162,0,inf,4103.0,6555,10235,470
347,openb-pod-3300,0,inf,46608.0,93177,122619,810
348,openb-pod-1251,0,inf,3426.0,5571,8404,330
349,openb-pod-1644,0,inf,17445.0,29951,45319,160
350,openb-pod-1774,0,inf,11482.0,21657,28306,320
351,openb-pod-3211,0,inf,1131.0,2099,2920,810
352,openb-pod-2513,0,inf,3356.0,6699,8521,470
353,openb-pod-1692,0,inf,1357.0,2713,3457,650
354,openb-pod-2006,0,inf,1138.0,2243,2922,650
355,openb-pod-1319,0,inf,20604.0,36492,52704,160
356,openb-pod-1468,0,37703.0,14776.0,24024,35699,320
357,openb-pod-2697,0,inf,2010.0,3875,5016,810
358,openb-pod-1318,0,inf,3708.0,5880,9344,160
359,openb-pod-1658,0,inf,6443.0,9981,16593,320
360,openb-pod-2051,0,inf,1133.0,1604,2996,810
361,openb-pod-1365,0,inf,7389.0,11119,19593,220
362,openb-pod-2743,0,inf,5642.0,8192,13640,320
363,openb-pod-2502,0,inf,72698.0,139459,175530,220
364,openb-pod-2563,0,inf,3578.0,6401,9330,230
365,openb-pod-1263,0,inf,2885.0,5560,7085,810
366,openb-pod-2152,0,inf,13597.0,22710,34744,470
367,openb-pod-2976,0,inf,3772.0,5329,9326,320
368,openb-pod-1609,0,inf,2879.0,5176,7303,160
369,openb-pod-2049,0,inf,3248.0,5435,7889,220
370,openb-pod-1784,0,inf,4494.0,7351,10932,470
371,openb-pod-2261,0,inf,1468.0,2061,3655,160
372,openb-pod-2974,0,inf,3403.0,5107,8557,810
373,openb-pod-1210,0,inf,1250.0,1853,3247,810
374,openb-pod-3279,0,inf,5456.0,10845,13496,220
375,openb-pod-3239,0,inf,1165.0,1876,3082,370
376,openb-pod-2021,0,inf,1015.0,1954,2512,810
377,openb-pod-1542,0,2225.0,1051.0,1853,2636,320
378,openb-pod-1520,0,34377.0,12549.0,24237,30571,320
379,openb-pod-1672,0,inf,4972.0,7355,12547,370
380,openb-pod-1810,0,inf,1694.0,2943,4076,650
381,openb-pod-2820,0,inf,9483.0,13307,23625,470
382,openb-pod-3293,0,inf,9669.0,15656,25067,470
383,openb-pod-1494,0,inf,9235.0,18347,24435,320
384,openb-pod-1569,0,inf,1945.0,3174,4761,320
385,openb-pod-2103,0,inf,20422.0,32994,52441,160
386,openb-pod-1836,0,inf,3721.0,6491,9584,650
387,openb-pod-2194,0,inf,1124.0,2029,2792,810
388,openb-pod-1111,0,40118.0,22502.0,35577,55172,160
389,openb-pod-3105,0,inf,18296.0,29290,45223,220
390,openb-pod-2073,0,inf,1127.0,2117,2935,810
391,openb-pod-3081,0,inf,1590.0,2518,3932,810
392,openb-pod-1767,0,inf,15578.0,22051,39963,320
393,openb-pod-2038,0,inf,3066.0,5743,7568,470
394,openb-pod-1270,0,inf,1232.0,2038,3086,470
395,openb-pod-3118,0,inf,9379.0,17671,22801,320
396,openb-pod-3328,0,4293.0,2035.0,3301,4948,470
397,openb-pod-2540,0,inf,11380.0,16484,28998,650
398,openb-pod-1533,0,inf,3934.0,6085,10098,810
399,openb-pod-2229,0,inf,4296.0,6535,11000,220
400,openb-pod-2695,0,inf,21598.0,39613,55534,460
401,openb-pod-1759,0,inf,1046.0,1699,2591,470
402,openb-pod-3174,0,inf,3877.0,5976,9799,220
403,openb-pod-2201,0,inf,1453.0,2317,3701,650
404,openb-pod-2196,0,inf,3021.0,5536,7667,810
405,openb-pod-2874,0,inf,1448.0,2257,3543,470
406,openb-pod-1742,0,inf,2917.0,5431,7227,810
407,openb-pod-3145,0,inf,17861.0,26717,47082,810
408,openb-pod-1918,0,inf,6416.0,12393,16333,650
409,openb-pod-2675,0,310674.0,193496.0,340991,488767,460
410,openb-pod-1783,0,inf,2026.0,3234,5304,160
411,openb-pod-1091,0,inf,21716.0,31946,56786,160
412,openb-pod-2687,0,inf,1135.0,1746,2964,810
413,openb-pod-2500,0,inf,2100.0,3296,5421,590
414,openb-pod-2633,0,inf,4278.0,8285,11116,220
415,openb-pod-2773,0,inf,1518.0,2545,4006,320
416,openb-pod-1636,0,inf,43251.0,72779,105877,320
417,openb-pod-3057,0,inf,3655.0,6066,9647,650
418,openb-pod-3273,0,inf,8818.0,17451,21572,810
419,openb-pod-1390,0,inf,5737.0,8328,14740,320
420,openb-pod-3162,0,inf,3290.0,5263,8131,470
421,openb-pod-3220,0,12122.0,4188.0,7484,10090,810
422,openb-pod-1220,0,inf,1216.0,2153,3200,650
423,openb-pod-2498,0,inf,75073.0,115486,182444,320
424,openb-pod-3104,0,inf,40717.0,58501,98187,320
425,openb-pod-1838,0,inf,25559.0,37033,63971,320
426,openb-pod-2580,0,inf,26697.0,51603,70459,460
427,openb-pod-2362,0,inf,1174.0,2272,2883,370
428,openb-pod-1910,0,inf,6693.0,11908,16766,320
429,openb-pod-1772,0,inf,2658.0,4421,6989,810
430,openb-pod-2208,0,inf,4589.0,7179,11481,320
431,openb-pod-2630,0,inf,2591.0,5002,6780,370
432,openb-pod-3112,0,inf,2586.0,4018,6869,230
433,openb-pod-3246,0,inf,5757.0,8223,14345,590
434,openb-pod-1445,0,inf,4939.0,9093,13086,320
435,openb-pod-2185,0,inf,1132.0,1760,2891,810
436,openb-pod-2627,0,inf,4554.0,7087,11883,220
437,openb-pod-1315,0,inf,4627.0,7424,11649,810
438,openb-pod-2923,0,inf,1128.0,1746,2774,810
439,openb-pod-2355,0,inf,4058.0,6922,10347,470
440,openb-pod-1780,0,inf,1142.0,2280,2877,460
441,openb-pod-3147,0,inf,4572.0,7149,11442,470
442,openb-pod-3019,0,inf,11852.0,16999,28791,220
443,openb-pod-2601,0,21890.0,8100.0,13370,19763,810
444,openb-pod-2139,0,inf,3673.0,6198,8973,320
445,openb-pod-2486,0,inf,6486.0,12518,16431,810
446,openb-pod-1416,0,inf,1766.0,2749,4341,460
447,openb-pod-1430,0,inf,10586.0,19840,25488,320
448,openb-pod-3363,0,inf,12507.0,24721,30375,650
449,openb-pod-1963,0,5818.0,3161.0,6050,8043,810
450,openb-pod-2706,0,inf,25439.0,37887,63110,460
451,openb-pod-1634,0,inf,73380.0,121198,176906,460
452,openb-pod-2056,0,inf,28866.0,53194,73426,810
453,openb-pod-2150,0,inf,2039.0,3642,5352,460
454,openb-pod-2304,0,inf,2719.0,5010,6714,220
455,openb-pod-1181,0,inf,1772.0,3112,4517,650
456,openb-pod-2285,0,inf,2460.0,3850,6250,370
457,openb-pod-2400,0,inf,2366.0,4616,6183,470
458,openb-pod-3254,0,inf,1922.0,2758,4619,590
459,openb-pod-2490,0,inf,11907.0,21967,29811,470
460,openb-pod-3402,0,inf,5184.0,9073,12582,230
461,openb-pod-1489,0,inf,9036.0,16094,22171,220
462,openb-pod-1842,0,inf,1122.0,1604,2896,810
463,openb-pod-2947,0,inf,1086.0,1879,2620,470
464,openb-pod-2217,0,74521.0,30628.0,45652,74902,810
465,openb-pod-2557,0,inf,11568.0,18053,29521,650
466,openb-pod-1548,0,inf,13234.0,22115,32074,220
467,openb-pod-2573,0,inf,5416.0,8294,13432,320
468,openb-pod-2291,0,inf,7799.0,12236,20248,460
469,openb-pod-2956,0,inf,1171.0,2277,2869,810
470,openb-pod-1935,0,inf,1042.0,1630,2607,810
471,openb-pod-1408,0,inf,1236.0,2129,3083,470
472,openb-pod-2684,0,inf,1475.0,2169,3727,230
473,openb-pod-2403,0,inf,22724.0,37659,55555,110
474,openb-pod-1776,0,inf,1864.0,3252,4645,320
475,openb-pod-2448,0,inf,1209.0,2281,2939,320
