,job_name,norm_job_submit_time,ddl,A100,GTX2080Ti,V100,gpu_milli
41,openb-pod-1813,0,inf,10823.0,19733,27496,470
42,openb-pod-1239,0,inf,4440.0,7174,10767,160
43,openb-pod-1649,0,inf,12833.0,21883,32323,810
44,openb-pod-2374,0,inf,1829.0,2896,4774,320
45,openb-pod-2412,0,inf,7102.0,11848,18520,230
46,openb-pod-1759,0,2489.0,1046.0,2020,2608,470
47,openb-pod-2060,0,15852.0,9153.0,16862,23458,320
48,openb-pod-2921,0,inf,24015.0,36584,62238,160
49,openb-pod-2710,0,inf,2529.0,3853,6658,320
50,openb-pod-1205,0,inf,2781.0,5274,7329,650
51,openb-pod-2951,0,inf,687.0,1373,1726,160
52,openb-pod-2717,0,inf,26641.0,45281,69323,320
53,openb-pod-1988,0,inf,1316.0,2369,3411,810
54,openb-pod-2861,0,inf,1168.0,1784,3100,370
55,openb-pod-2385,0,inf,598.0,1011,1453,460
56,openb-pod-2636,0,inf,5467.0,8411,13292,650
57,openb-pod-1468,0,inf,14776.0,24239,37744,320
58,openb-pod-2643,0,inf,98.0,178,238,470
59,openb-pod-1150,0,inf,1466.0,2925,3739,470
60,openb-pod-2495,0,inf,31817.0,51306,76959,810
61,openb-pod-1314,0,inf,6058.0,10798,15407,470
62,openb-pod-2696,0,inf,10597.0,15094,26230,320
63,openb-pod-3041,0,inf,79992.0,121377,203928,810
64,openb-pod-2926,0,inf,1658.0,2359,4159,810
65,openb-pod-2267,0,inf,540.0,888,1426,460
66,openb-pod-2749,0,inf,1126.0,1794,2953,650
67,openb-pod-1589,0,inf,1528.0,2830,3759,460
68,openb-pod-2968,0,inf,9925.0,17234,26349,220
69,openb-pod-2423,0,inf,28616.0,40762,69923,50
70,openb-pod-3212,0,inf,187120.0,266324,493162,810
71,openb-pod-1933,0,inf,1069.0,2027,2614,370
72,openb-pod-2756,0,inf,12503.0,21479,30121,160
73,openb-pod-2706,0,inf,25439.0,38650,66334,460
74,openb-pod-3261,0,inf,3614.0,5448,8860,160
75,openb-pod-1131,0,inf,104.0,186,257,230
76,openb-pod-2097,0,inf,411.0,729,1086,810
77,openb-pod-2611,0,inf,5523.0,9245,14558,320
78,openb-pod-2487,0,inf,5365.0,7520,14021,480
79,openb-pod-2595,0,inf,291826.0,516562,739288,460
80,openb-pod-1984,0,inf,3847.0,5607,9457,470
81,openb-pod-1312,0,inf,26.0,45,65,550
82,openb-pod-1451,0,inf,2120.0,3240,5267,650
83,openb-pod-2391,0,inf,55754.0,102676,146125,110
84,openb-pod-2865,0,inf,109582.0,171385,268833,810
85,openb-pod-2656,0,inf,320.0,608,776,810
86,openb-pod-1736,0,inf,283.0,439,741,810
87,openb-pod-2792,0,inf,2598.0,5128,6789,110
88,openb-pod-1857,0,inf,1180.0,1737,2975,230
89,openb-pod-1745,0,inf,1172.0,2283,3106,810
90,openb-pod-3087,0,inf,1296.0,2290,3337,470
91,openb-pod-2246,0,inf,4718.0,8543,12455,220
92,openb-pod-1263,0,inf,2885.0,5006,7162,810
93,openb-pod-2260,0,inf,48850.0,70354,129591,320
94,openb-pod-2223,0,inf,1074.0,2094,2803,810
95,openb-pod-1652,0,inf,1710.0,2999,4130,470
96,openb-pod-3234,0,inf,2590.0,3670,6273,650
97,openb-pod-2133,0,35887.0,16793.0,29975,43080,320
98,openb-pod-2489,0,inf,4110.0,6638,10175,650
99,openb-pod-1188,0,inf,2300.0,4475,5617,470
100,openb-pod-2465,0,inf,3596.0,7123,9465,480
101,openb-pod-2457,0,inf,151.0,241,379,810
102,openb-pod-2506,0,inf,2099.0,3227,5060,650
103,openb-pod-1735,0,inf,1974.0,2994,5051,320
104,openb-pod-2972,0,inf,980.0,1740,2602,160
105,openb-pod-1228,0,inf,28616.0,44482,70166,50
106,openb-pod-2270,0,inf,1799.0,2895,4354,460
107,openb-pod-2184,0,inf,374115.0,651479,909207,110
108,openb-pod-1437,0,3459.0,1389.0,2445,3494,160
109,openb-pod-1426,0,inf,7443.0,14074,19763,320
110,openb-pod-2755,0,inf,153.0,267,369,810
111,openb-pod-3314,0,inf,1196.0,2202,3084,810
112,openb-pod-1613,0,inf,67.0,94,170,810
113,openb-pod-2289,0,inf,9264.0,17829,22440,220
114,openb-pod-2909,0,inf,470.0,760,1165,810
115,openb-pod-2064,0,22315.0,9625.0,15306,23608,220
116,openb-pod-3146,0,inf,16994.0,33781,42231,320
117,openb-pod-2092,0,inf,1645.0,3138,4315,650
118,openb-pod-1287,0,inf,5366.0,9624,13034,320
119,openb-pod-2057,0,inf,9409.0,18709,23860,110
120,openb-pod-2307,0,inf,3034.0,4883,7467,470
121,openb-pod-2722,0,inf,20410.0,36928,51911,320
122,openb-pod-1445,0,inf,4939.0,6987,12209,320
123,openb-pod-1542,0,inf,1051.0,1817,2768,320
124,openb-pod-2775,0,inf,1567.0,3053,4083,470
125,openb-pod-2546,0,inf,3384.0,6252,8160,470
126,openb-pod-2583,0,inf,1659.0,3274,4203,470
127,openb-pod-2530,0,inf,753.0,1102,1899,810
128,openb-pod-3043,0,inf,11166.0,18382,27464,810
129,openb-pod-1914,0,inf,3914.0,6438,9485,810
130,openb-pod-3074,0,inf,7748.0,12311,19464,470
131,openb-pod-2362,0,inf,1174.0,1991,3084,370
132,openb-pod-2225,0,inf,49516.0,94745,119934,270
133,openb-pod-3171,0,52424.0,18958.0,35490,46213,810
134,openb-pod-2230,0,inf,1648.0,2408,3969,650
135,openb-pod-2124,0,inf,1517.0,2928,3926,470
136,openb-pod-3214,0,2667.0,1143.0,1815,2961,810
137,openb-pod-1136,0,inf,516.0,754,1259,650
138,openb-pod-3279,0,inf,5456.0,10259,14141,220
139,openb-pod-1668,0,inf,1229.0,1944,3078,460
140,openb-pod-1422,0,inf,2524.0,3552,6070,230
141,openb-pod-3053,0,inf,7767.0,13489,19045,810
142,openb-pod-2145,0,418723.0,294651.0,500398,782444,220
143,openb-pod-3292,0,inf,3772.0,6124,9909,470
144,openb-pod-1854,0,inf,8273.0,14135,21249,470
145,openb-pod-3330,0,inf,185.0,350,444,810
146,openb-pod-3265,0,inf,1084.0,1877,2654,470
147,openb-pod-2929,0,inf,18173.0,26490,44965,810
148,openb-pod-1278,0,inf,1607.0,2792,3889,470
149,openb-pod-2597,0,inf,1144.0,1618,3016,590
150,openb-pod-2812,0,inf,1192.0,2141,2873,320
151,openb-pod-3376,0,inf,3661.0,6616,9172,470
152,openb-pod-2248,0,inf,11398.0,17298,28398,220
153,openb-pod-3065,0,inf,1194.0,2210,2866,810
154,openb-pod-2553,0,inf,1135.0,2056,2931,810
155,openb-pod-2330,0,inf,11136.0,16558,29587,320
156,openb-pod-2379,0,inf,497.0,984,1216,810
157,openb-pod-2448,0,inf,1209.0,1911,3005,320
158,openb-pod-2084,0,inf,40513.0,65099,100836,230
159,openb-pod-1842,0,2591.0,1122.0,1847,2961,810
160,openb-pod-2160,0,inf,4870.0,6947,12400,810
161,openb-pod-3380,0,inf,5868.0,8894,14584,160
162,openb-pod-1620,0,inf,3231252.0,4988205,8261163,440
163,openb-pod-3161,0,inf,2252.0,3765,5879,470
164,openb-pod-3368,0,5699.0,2939.0,5495,7147,470
165,openb-pod-1355,0,inf,7092.0,13047,17550,810
166,openb-pod-1346,0,inf,1315.0,2221,3390,460
167,openb-pod-2618,0,inf,33297.0,61148,86457,810
168,openb-pod-3263,0,20118.0,10597.0,20852,27343,320
169,openb-pod-1807,0,inf,14.0,26,37,810
170,openb-pod-2021,0,1955.0,1015.0,1576,2650,810
171,openb-pod-2258,0,inf,2623.0,3749,6946,810
172,openb-pod-1369,0,inf,1200.0,1924,2992,460
173,openb-pod-1877,0,3436.0,1798.0,3493,4424,460
174,openb-pod-2394,0,inf,2036.0,3194,4997,160
175,openb-pod-2291,0,inf,7799.0,14107,19353,460
176,openb-pod-1183,0,inf,3024.0,5365,8042,160
177,openb-pod-3056,0,inf,684.0,1203,1770,590
178,openb-pod-1220,0,inf,1216.0,2033,3078,650
179,openb-pod-3397,0,inf,370.0,656,971,470
180,openb-pod-1476,0,inf,3569.0,6441,8577,810
181,openb-pod-3097,0,inf,18457.0,35791,44321,320
182,openb-pod-1784,0,inf,4494.0,7017,11485,470
183,openb-pod-1090,0,inf,17013.0,29953,44342,220
184,openb-pod-2623,0,inf,4328.0,8269,11020,460
185,openb-pod-1660,0,inf,46.0,77,118,650
186,openb-pod-1780,0,inf,1142.0,1960,2867,460
187,openb-pod-2368,0,inf,2898.0,5231,7329,810
188,openb-pod-1286,0,inf,20489.0,29284,52752,320
189,openb-pod-1421,0,inf,1564.0,2734,3788,320
190,openb-pod-1169,0,inf,189.0,291,471,470
191,openb-pod-2328,0,inf,2700.0,4513,6840,460
192,openb-pod-3039,0,inf,418.0,713,1074,810
193,openb-pod-1820,0,inf,13079.0,23892,31762,650
194,openb-pod-3224,0,inf,2580.0,4281,6489,470
195,openb-pod-2523,0,inf,3242.0,4587,8058,810
196,openb-pod-1430,0,inf,10586.0,19469,25442,320
197,openb-pod-2580,0,inf,26697.0,52802,67405,460
198,openb-pod-2906,0,inf,12206.0,18592,30604,230
199,openb-pod-1244,0,inf,231.0,362,582,810
200,openb-pod-1485,0,inf,20827.0,31219,53636,220
201,openb-pod-2527,0,inf,12651.0,20706,31010,810
202,openb-pod-1672,0,inf,4972.0,8535,12019,370
203,openb-pod-2549,0,inf,161.0,225,399,810
204,openb-pod-2242,0,inf,2548.0,4790,6173,470
205,openb-pod-3118,0,16734.0,9379.0,14247,24709,320
206,openb-pod-2753,0,inf,1022.0,1697,2479,650
207,openb-pod-2201,0,inf,1453.0,2173,3499,650
208,openb-pod-2029,0,inf,208.0,389,499,810
209,openb-pod-2677,0,inf,6936.0,11387,17192,230
210,openb-pod-2276,0,inf,70080.0,126675,184992,460
211,openb-pod-2887,0,inf,3007.0,5589,7384,470
212,openb-pod-2196,0,inf,3021.0,4295,7357,810
213,openb-pod-2632,0,inf,9389.0,18589,22755,470
214,openb-pod-2748,0,inf,1002.0,1628,2642,470
215,openb-pod-1344,0,inf,72.0,141,177,810
216,openb-pod-3108,0,inf,2371.0,4394,6211,460
217,openb-pod-2628,0,inf,1091.0,1544,2680,810
218,openb-pod-3182,0,2062.0,1288.0,2483,3140,320
219,openb-pod-2684,0,2074.0,1475.0,2262,3715,230
220,openb-pod-1896,0,inf,75.0,134,186,810
221,openb-pod-2208,0,inf,4589.0,7402,11683,320
222,openb-pod-3312,0,inf,4963.0,7723,12221,470
223,openb-pod-2697,0,inf,2010.0,3893,4926,810
224,openb-pod-1248,0,inf,3333.0,6406,8189,470
225,openb-pod-2573,0,inf,5416.0,9202,13652,320
226,openb-pod-3319,0,inf,4021.0,6916,10394,470
227,openb-pod-2874,0,inf,1448.0,2104,3602,470
228,openb-pod-3163,0,inf,6439.0,12709,16658,320
229,openb-pod-3090,0,inf,2026.0,3099,5367,160
230,openb-pod-2718,0,inf,14993.0,21753,37060,460
231,openb-pod-1091,0,inf,21716.0,43240,54112,160
232,openb-pod-1627,0,inf,150.0,247,392,810
233,openb-pod-3022,0,inf,1013.0,1684,2666,320
234,openb-pod-2150,0,inf,2039.0,3686,5044,460
235,openb-pod-2287,0,inf,56.0,104,148,810
236,openb-pod-1529,0,inf,1302.0,2565,3387,650
237,openb-pod-1294,0,inf,40825.0,61259,105498,320
238,openb-pod-2254,0,inf,5583.0,8293,13516,320
239,openb-pod-1659,0,82.0,29.0,52,73,550
240,openb-pod-1761,0,inf,2995.0,5541,7219,470
241,openb-pod-2451,0,inf,6486.0,12683,16692,160
242,openb-pod-1380,0,inf,1859.0,3182,4558,480
243,openb-pod-2355,0,inf,4058.0,7277,10003,470
244,openb-pod-1616,0,inf,151.0,219,364,810
245,openb-pod-1577,0,inf,13974.0,21572,36863,810
246,openb-pod-1111,0,inf,22502.0,32909,54477,160
247,openb-pod-2494,0,inf,5091.0,7807,12918,320
248,openb-pod-2103,0,inf,20422.0,33547,50965,160
249,openb-pod-1266,0,inf,1122.0,2032,2958,810
250,openb-pod-1181,0,inf,1772.0,2579,4397,650
251,openb-pod-2789,0,inf,37.0,63,91,470
252,openb-pod-1204,0,435.0,147.0,219,385,810
253,openb-pod-2557,0,inf,11568.0,22770,27956,650
254,openb-pod-2058,0,inf,1314.0,2609,3439,810
255,openb-pod-3195,0,inf,2067.0,3942,4975,650
256,openb-pod-1932,0,inf,44849.0,74568,116358,810
257,openb-pod-2222,0,inf,12449.0,21945,30320,810
258,openb-pod-1974,0,inf,2708.0,4951,6770,650
259,openb-pod-3104,0,inf,40717.0,75919,99489,320
260,openb-pod-2630,0,3116.0,2591.0,4666,6419,370
261,openb-pod-2109,0,inf,28306.0,48137,71675,160
262,openb-pod-2062,0,inf,2815.0,4184,7160,650
263,openb-pod-3055,0,inf,3118.0,5415,7834,320
264,openb-pod-1351,0,inf,11181.0,19146,27125,810
265,openb-pod-2074,0,inf,1447.0,2701,3473,650
266,openb-pod-1442,0,inf,7888.0,15063,18964,320
267,openb-pod-2088,0,inf,10972.0,18866,27975,810
268,openb-pod-1284,0,inf,146.0,267,373,160
269,openb-pod-2329,0,inf,1536.0,2399,4043,460
270,openb-pod-2543,0,inf,912.0,1394,2382,650
271,openb-pod-2665,0,inf,76.0,115,194,320
272,openb-pod-2047,0,inf,961.0,1875,2469,160
273,openb-pod-1484,0,inf,1157.0,2140,2796,650
274,openb-pod-3357,0,inf,1421.0,2226,3475,650
275,openb-pod-2738,0,inf,164.0,311,403,810
276,openb-pod-2229,0,9474.0,4296.0,6897,10723,220
277,openb-pod-2302,0,58891.0,44558.0,86313,114167,810
278,openb-pod-1154,0,inf,1393.0,1981,3541,470
279,openb-pod-3328,0,inf,2035.0,3402,4898,470
280,openb-pod-1581,0,inf,14.0,23,34,590
281,openb-pod-3342,0,3810.0,1411.0,2281,3722,160
282,openb-pod-2135,0,inf,4928.0,7767,12799,320
283,openb-pod-1595,0,inf,36.0,60,87,470
284,openb-pod-2987,0,inf,180.0,292,453,810
285,openb-pod-3105,0,inf,18296.0,34389,47088,220
286,openb-pod-2185,0,inf,1132.0,1973,2872,810
287,openb-pod-3058,0,inf,22297.0,32134,53778,810
288,openb-pod-2982,0,inf,1072.0,1994,2703,810
289,openb-pod-1963,0,inf,3161.0,4885,8344,810
290,openb-pod-1987,0,inf,2563.0,4309,6184,320
291,openb-pod-1223,0,inf,14587.0,28155,37702,320
292,openb-pod-1806,0,inf,29695.0,56803,74039,810
293,openb-pod-2154,0,inf,23497.0,33838,60971,50
294,openb-pod-2937,0,inf,8448.0,15924,21642,320
295,openb-pod-3101,0,inf,1080.0,2048,2605,460
296,openb-pod-1275,0,inf,3439.0,6490,8817,590
297,openb-pod-2603,0,inf,1061.0,1706,2770,810
298,openb-pod-1935,0,inf,1042.0,1619,2515,810
299,openb-pod-1923,0,inf,1016.0,1980,2560,810
300,openb-pod-3355,0,inf,10811.0,19177,27859,320
301,openb-pod-3362,0,inf,4911.0,8934,12905,470
302,openb-pod-1766,0,inf,8353.0,12865,21277,470
303,openb-pod-2467,0,4071.0,2755.0,4355,7075,220
304,openb-pod-1958,0,inf,12475899.0,23959690,32308846,460
305,openb-pod-1191,0,inf,24014.0,46455,59113,160
306,openb-pod-1170,0,inf,45.0,63,116,810
307,openb-pod-1231,0,2556.0,2113.0,3943,5326,470
308,openb-pod-1110,0,inf,3240.0,5482,8215,320
309,openb-pod-1390,0,inf,5737.0,10333,14188,320
310,openb-pod-3280,0,inf,2456.0,4766,6330,650
311,openb-pod-2077,0,inf,941.0,1726,2341,810
312,openb-pod-2078,0,inf,2114.0,4114,5097,470
313,openb-pod-3246,0,13507.0,5757.0,9385,14117,590
314,openb-pod-1573,0,3369.0,1135.0,2103,2986,160
315,openb-pod-3149,0,inf,4380.0,8079,11102,320
316,openb-pod-2582,0,inf,8794.0,17068,21120,320
317,openb-pod-3378,0,inf,1451.0,2891,3780,650
318,openb-pod-3038,0,inf,2100.0,3635,5418,650
319,openb-pod-1906,0,inf,25974.0,37095,64992,320
320,openb-pod-1215,0,inf,27698.0,47113,66492,810
321,openb-pod-3278,0,inf,14575.0,23940,37556,810
322,openb-pod-2325,0,inf,1411.0,2750,3705,470
323,openb-pod-2266,0,inf,2849.0,4135,7354,650
324,openb-pod-2217,0,inf,30628.0,49120,79463,810
325,openb-pod-3251,0,inf,2259.0,3517,5858,160
326,openb-pod-3075,0,inf,86.0,155,214,320
327,openb-pod-2390,0,inf,2268.0,4433,5535,810
328,openb-pod-2923,0,inf,1128.0,1616,2945,810
329,openb-pod-1116,0,4156.0,1781.0,3154,4516,470
330,openb-pod-1303,0,77.0,56.0,95,141,650
331,openb-pod-2446,0,inf,5160.0,7792,12404,320
332,openb-pod-1432,0,inf,9928.0,15392,26254,220
333,openb-pod-1767,0,inf,15578.0,23401,39185,320
334,openb-pod-1670,0,inf,4064.0,7766,10517,50
335,openb-pod-1651,0,inf,59003.0,110086,151333,810
336,openb-pod-2139,0,inf,3673.0,5884,8837,320
337,openb-pod-1548,0,inf,13234.0,22960,32892,220
338,openb-pod-1167,0,inf,60796.0,119262,150865,810
339,openb-pod-1318,0,inf,3708.0,6512,9184,160
340,openb-pod-1456,0,inf,54.0,76,143,550
341,openb-pod-2724,0,inf,11677.0,16353,28414,220
342,openb-pod-2116,0,inf,1201.0,1750,3072,320
343,openb-pod-1867,0,inf,15004.0,28544,37641,320
344,openb-pod-2004,0,inf,149.0,210,386,810
345,openb-pod-1211,0,inf,1315.0,2552,3441,320
346,openb-pod-2820,0,inf,9483.0,14739,23024,470
347,openb-pod-2976,0,inf,3772.0,5777,9988,320
348,openb-pod-1823,0,inf,29.0,57,70,550
349,openb-pod-1609,0,inf,2879.0,5577,7576,160
350,openb-pod-1149,0,2966.0,1197.0,1697,3181,460
351,openb-pod-3337,0,inf,1339.0,2074,3525,470
352,openb-pod-3267,0,29859.0,13274.0,21351,34134,810
353,openb-pod-1193,0,inf,1539.0,2734,3999,650
354,openb-pod-1985,0,inf,1736.0,3339,4448,320
355,openb-pod-1976,0,inf,1414.0,2126,3425,650
356,openb-pod-1597,0,inf,41740.0,62965,100347,160
357,openb-pod-2502,0,inf,72698.0,119802,192598,220
358,openb-pod-3243,0,inf,3819.0,6996,9189,810
359,openb-pod-1330,0,inf,366.0,526,949,320
360,openb-pod-2350,0,inf,2195.0,3465,5784,470
361,openb-pod-1285,0,inf,1165.0,2208,2976,370
362,openb-pod-2675,0,inf,193496.0,343793,498544,460
363,openb-pod-1937,0,inf,1167.0,2106,3070,370
364,openb-pod-2405,0,inf,58718.0,108651,145925,810
365,openb-pod-1161,0,inf,2401.0,4243,5931,460
366,openb-pod-3239,0,inf,1165.0,2075,3017,370
367,openb-pod-1538,0,inf,9059.0,14227,21879,110
368,openb-pod-1310,0,inf,1417.0,2645,3510,230
369,openb-pod-3019,0,inf,11852.0,21582,30504,220
370,openb-pod-1954,0,inf,136.0,243,326,810
371,openb-pod-2695,0,inf,21598.0,32769,55942,460
372,openb-pod-2965,0,inf,1048.0,1851,2740,810
373,openb-pod-2049,0,inf,3248.0,5142,8104,220
374,openb-pod-3324,0,inf,3962.0,6428,10390,320
375,openb-pod-2889,0,1574.0,1050.0,2084,2642,320
376,openb-pod-1305,0,inf,26382.0,47260,63748,810
377,openb-pod-3329,0,inf,287.0,480,722,810
378,openb-pod-2920,0,inf,3649.0,6673,9134,810
379,openb-pod-3384,0,2015.0,837.0,1446,2039,470
380,openb-pod-3254,0,5235.0,1922.0,3832,4624,590
381,openb-pod-1743,0,inf,22052.0,34840,54614,810
382,openb-pod-2409,0,inf,7380.0,12300,18135,460
383,openb-pod-2830,0,3881.0,1447.0,2361,3848,650
384,openb-pod-3145,0,36553.0,17861.0,34248,47429,810
385,openb-pod-3185,0,2533.0,1302.0,2135,3414,160
386,openb-pod-1277,0,1895.0,1019.0,1626,2636,460
387,openb-pod-2518,0,inf,1355.0,2433,3475,810
388,openb-pod-1335,0,inf,243.0,361,611,810
389,openb-pod-2804,0,inf,27916.0,39887,70102,160
390,openb-pod-1878,0,inf,256.0,458,648,810
391,openb-pod-2403,0,inf,22724.0,38604,56977,110
392,openb-pod-3188,0,inf,7765.0,12891,18972,320
393,openb-pod-2540,0,inf,11380.0,18743,29974,650
394,openb-pod-1329,0,inf,13786.0,23954,33878,320
395,openb-pod-1467,0,inf,2543.0,5059,6588,230
396,openb-pod-1898,0,inf,1399.0,2324,3674,810
397,openb-pod-1520,0,inf,12549.0,18574,31559,320
398,openb-pod-1800,0,5066.0,2625.0,4345,6639,470
399,openb-pod-1210,0,inf,1250.0,1810,3097,810
400,openb-pod-2640,0,24817.0,12674.0,19123,32921,230
401,openb-pod-1946,0,1723.0,1170.0,1688,2956,480
402,openb-pod-2107,0,inf,10103.0,16663,26461,810
403,openb-pod-1788,0,inf,1525.0,2927,3931,470
404,openb-pod-1140,0,inf,745.0,1415,1852,810
405,openb-pod-2365,0,inf,14551.0,28244,34948,470
406,openb-pod-2956,0,2591.0,1171.0,1824,2847,810
407,openb-pod-1315,0,13540.0,4627.0,8880,11818,810
408,openb-pod-2892,0,inf,2305.0,3909,5905,650
409,openb-pod-2493,0,inf,12061.0,21180,29524,470
410,openb-pod-2854,0,inf,1128.0,1638,2743,810
411,openb-pod-1365,0,inf,7389.0,13781,18599,220
412,openb-pod-1398,0,inf,1489.0,2212,3957,650
413,openb-pod-1356,0,inf,1227.0,1770,3147,810
414,openb-pod-1593,0,inf,1796.0,2812,4736,460
415,openb-pod-3192,0,inf,3648.0,6139,9220,470
416,openb-pod-1424,0,5728.0,2040.0,3576,5141,650
417,openb-pod-1489,0,inf,9036.0,16052,23110,220
418,openb-pod-1721,0,inf,2249.0,3303,5873,230
419,openb-pod-1881,0,inf,10422.0,17770,26866,810
420,openb-pod-2670,0,inf,4192.0,6153,10527,470
421,openb-pod-2743,0,8951.0,5642.0,9431,13626,320
422,openb-pod-1413,0,inf,89.0,172,218,590
423,openb-pod-1569,0,inf,1945.0,3859,5006,320
424,openb-pod-3174,0,inf,3877.0,6734,10094,220
425,openb-pod-2578,0,inf,35380.0,60661,86089,810
426,openb-pod-2520,0,inf,243.0,435,586,470
427,openb-pod-2015,0,inf,7718.0,11207,20156,220
428,openb-pod-1260,0,inf,1365.0,2709,3459,650
429,openb-pod-2936,0,inf,62517.0,120025,163080,810
430,openb-pod-2816,0,inf,2377.0,3615,5955,650
431,openb-pod-2153,0,45352.0,15235.0,28059,37440,320
432,openb-pod-1876,0,inf,5463.0,9151,14404,470
433,openb-pod-1216,0,inf,244.0,368,630,810
434,openb-pod-1162,0,inf,4103.0,6657,9961,470
435,openb-pod-2227,0,inf,7721.0,11181,18935,470
436,openb-pod-2848,0,11956.0,8146.0,14248,20567,320
437,openb-pod-1481,0,inf,5673.0,10354,13758,320
438,openb-pod-2068,0,inf,13811.0,24411,34054,810
439,openb-pod-3119,0,2550.0,1167.0,1816,2865,810
440,openb-pod-1684,0,inf,1967.0,3102,4891,470
441,openb-pod-2817,0,9768.0,4916.0,9680,12051,320
442,openb-pod-3398,0,inf,1058.0,1518,2719,470
443,openb-pod-1567,0,inf,1981.0,3587,5102,650
444,openb-pod-2273,0,inf,1308.0,2433,3267,320
445,openb-pod-1848,0,inf,3575.0,6809,9458,650
446,openb-pod-1986,0,inf,497.0,942,1210,650
447,openb-pod-1177,0,inf,6630.0,12770,17508,470
448,openb-pod-2770,0,2831.0,1126.0,1731,2855,320
449,openb-pod-2335,0,inf,2554.0,4723,6396,230
450,openb-pod-1856,0,inf,884.0,1431,2236,470
451,openb-pod-2633,0,inf,4278.0,6785,10638,220
452,openb-pod-1992,0,7552.0,2580.0,3908,6239,460
453,openb-pod-3098,0,inf,1528.0,2887,3956,370
454,openb-pod-2915,0,inf,12466.0,19556,30124,810
455,openb-pod-3036,0,inf,65758.0,128687,169740,320
456,openb-pod-2531,0,inf,1372.0,2121,3475,370
457,openb-pod-2514,0,inf,1056.0,1761,2755,320
458,openb-pod-2051,0,inf,1133.0,2060,2792,810
459,openb-pod-3274,0,inf,16619.0,28033,40266,460
460,openb-pod-2566,0,inf,82.0,155,212,810
461,openb-pod-2513,0,inf,3356.0,5856,8739,470
462,openb-pod-2063,0,inf,575.0,954,1420,810
463,openb-pod-2191,0,inf,22864.0,44051,57527,320
464,openb-pod-2563,0,inf,3578.0,6952,9428,230
465,openb-pod-2930,0,3162.0,1182.0,1928,2890,470
466,openb-pod-1644,0,inf,17445.0,33734,42894,160
467,openb-pod-1514,0,inf,60.0,113,155,810
468,openb-pod-1395,0,inf,133.0,253,327,810
469,openb-pod-1497,0,inf,8831.0,15966,21900,220
470,openb-pod-2542,0,inf,63.0,101,154,810
471,openb-pod-2181,0,inf,2638.0,3934,6378,460
472,openb-pod-1416,0,inf,1766.0,3002,4439,460
473,openb-pod-2689,0,inf,88160.0,167289,213832,810
474,openb-pod-1192,0,inf,282.0,451,721,810
475,openb-pod-1109,0,inf,3221.0,5660,7936,320
476,openb-pod-3392,0,inf,511.0,929,1297,650
477,openb-pod-2400,0,inf,2366.0,3579,5783,470
478,openb-pod-1512,0,inf,11939.0,17366,30709,460
479,openb-pod-2994,0,inf,9688.0,18727,25431,470
480,openb-pod-3408,0,inf,1313.0,2349,3295,470
481,openb-pod-1270,0,inf,1232.0,2150,2997,470
