,job_name,norm_job_submit_time,ddl,A100,GTX2080Ti,V100,gpu_milli
54,openb-pod-5335,0,inf,3717.0,5779,8924,1000
55,openb-pod-5861,0,3148.0,1182.0,2083,3128,1000
56,openb-pod-1992,0,3453.0,2580.0,3743,6647,460
57,openb-pod-3859,0,3503.0,1864.0,2926,4751,1000
58,openb-pod-5857,0,inf,2052.0,3275,5151,1000
59,openb-pod-4562,0,inf,2289.0,3729,5916,1000
60,openb-pod-5298,0,inf,2800.0,4592,7086,1000
61,openb-pod-2107,0,inf,10103.0,17506,25443,810
62,openb-pod-3812,0,inf,6001.0,10654,14931,1000
63,openb-pod-7956,0,inf,1998.0,3979,4955,1000
64,openb-pod-4935,0,inf,4181.0,6509,10784,1000
65,openb-pod-6333,0,inf,2300.0,4359,5935,1000
66,openb-pod-3633,0,inf,3954.0,7756,10500,1000
67,openb-pod-3986,0,inf,3833.0,6805,9885,1000
68,openb-pod-4731,0,inf,1440.0,2281,3485,1000
69,openb-pod-3380,0,inf,5868.0,11169,15401,160
70,openb-pod-6329,0,4282.0,3061.0,4699,8073,1000
71,openb-pod-7756,0,inf,1151.0,1643,2842,1000
72,openb-pod-1842,0,inf,1122.0,2187,2696,810
73,openb-pod-3861,0,inf,33053.0,54855,86622,1000
74,openb-pod-1390,0,inf,5737.0,9655,14528,320
75,openb-pod-1628,0,inf,5365.0,10259,13679,320
76,openb-pod-5819,0,inf,2289.0,4434,5785,1000
77,openb-pod-5137,0,inf,4771.0,8422,11527,1000
78,openb-pod-2355,0,inf,4058.0,6469,10455,470
79,openb-pod-5239,0,inf,3846.0,6965,9558,1000
80,openb-pod-7305,0,inf,15901.0,25100,39728,1000
81,openb-pod-5915,0,inf,2749.0,4134,7237,1000
82,openb-pod-6830,0,inf,8713.0,14457,21146,1000
83,openb-pod-6961,0,inf,1562.0,2386,3763,1000
84,openb-pod-2214,0,inf,4987.0,7066,12370,320
85,openb-pod-7629,0,inf,49352.0,75538,128363,1000
86,openb-pod-5495,0,inf,11642.0,18991,28648,1000
87,openb-pod-4365,0,3342.0,2294.0,4354,5957,1000
88,openb-pod-8015,0,inf,12852.0,24224,33232,1000
89,openb-pod-4455,0,inf,3660.0,6738,8847,1000
90,openb-pod-3312,0,inf,4963.0,6971,12309,470
91,openb-pod-6268,0,inf,3227.0,5055,8158,1000
92,openb-pod-4346,0,inf,7548.0,10890,19204,1000
93,openb-pod-3708,0,inf,1160.0,1916,2918,1000
94,openb-pod-6056,0,6813.0,2460.0,3615,6446,1000
95,openb-pod-6813,0,inf,4813.0,8543,11865,1000
96,openb-pod-1735,0,inf,1974.0,3678,5150,320
97,openb-pod-4850,0,inf,2379.0,4118,6311,1000
98,openb-pod-1721,0,inf,2249.0,3619,5517,230
99,openb-pod-4857,0,inf,3134.0,4769,7976,1000
100,openb-pod-4036,0,inf,4618.0,8975,11512,1000
101,openb-pod-4415,0,inf,1253.0,2491,3055,1000
102,openb-pod-6905,0,inf,39438.0,63067,96853,1000
103,openb-pod-6354,0,inf,2528.0,4395,6409,1000
104,openb-pod-4996,0,inf,3468.0,6337,8865,1000
105,openb-pod-2892,0,inf,2305.0,4356,5808,650
106,openb-pod-2493,0,inf,12061.0,21410,31618,470
107,openb-pod-4369,0,inf,3136123.0,4799777,8120272,1000
108,openb-pod-4641,0,inf,4489.0,7344,10870,1000
109,openb-pod-3770,0,21594.0,8010.0,15087,20278,1000
110,openb-pod-5450,0,inf,3922.0,7026,9632,1000
111,openb-pod-4049,0,inf,2612709.0,4344964,6728609,1000
112,openb-pod-4692,0,inf,3743.0,7456,9358,1000
113,openb-pod-2553,0,inf,1135.0,2042,2976,810
114,openb-pod-7955,0,inf,1640.0,2667,3947,1000
115,openb-pod-6441,0,inf,4072.0,6197,10380,1000
116,openb-pod-5736,0,inf,7191.0,11266,18738,1000
117,openb-pod-7353,0,inf,1845.0,3294,4687,1000
118,openb-pod-4035,0,inf,81414.0,161999,204661,1000
119,openb-pod-3398,0,inf,1058.0,2035,2780,470
120,openb-pod-7171,0,inf,2878.0,5732,6961,1000
121,openb-pod-2242,0,inf,2548.0,4247,6656,470
122,openb-pod-6649,0,inf,3660.0,5307,8798,1000
123,openb-pod-7660,0,inf,4625.0,7768,11166,1000
124,openb-pod-4625,0,inf,1906.0,3321,4578,1000
125,openb-pod-2718,0,inf,14993.0,26254,38401,460
126,openb-pod-3076,0,inf,114035.0,205524,275331,810
127,openb-pod-7374,0,inf,4118.0,7001,10329,1000
128,openb-pod-7609,0,inf,1129.0,1788,2972,1000
129,openb-pod-3833,0,inf,2612709.0,3937672,6892177,1000
130,openb-pod-6463,0,inf,21094.0,30971,53579,1000
131,openb-pod-2506,0,inf,2099.0,4002,5159,650
132,openb-pod-6523,0,inf,4004.0,6225,10001,1000
133,openb-pod-5868,0,inf,2339.0,4074,6167,1000
134,openb-pod-4623,0,2977.0,1863.0,2649,4731,1000
135,openb-pod-1345,0,inf,4836.0,7515,11836,810
136,openb-pod-4297,0,inf,2566.0,3736,6662,1000
137,openb-pod-7958,0,inf,4455.0,7109,11780,1000
138,openb-pod-6507,0,inf,4159.0,6436,10035,1000
139,openb-pod-3294,0,inf,7829.0,11171,20264,810
140,openb-pod-5270,0,inf,4636.0,8965,11523,1000
141,openb-pod-2704,0,inf,1130.0,2213,2900,650
142,openb-pod-4848,0,inf,1168.0,2071,2845,1000
143,openb-pod-2078,0,inf,2114.0,3040,5619,470
144,openb-pod-4378,0,inf,27358.0,46647,67496,1000
145,openb-pod-6997,0,inf,7496.0,14655,19552,1000
146,openb-pod-2148,0,inf,3441.0,5967,8601,220
147,openb-pod-6516,0,inf,11035.0,17619,26898,1000
148,openb-pod-2307,0,inf,3034.0,5011,7950,470
149,openb-pod-4362,0,inf,4069.0,7365,10061,1000
150,openb-pod-2246,0,6098.0,4718.0,7722,12029,220
151,openb-pod-1672,0,inf,4972.0,9690,12320,370
152,openb-pod-4823,0,inf,1927.0,2879,4868,1000
153,openb-pod-7433,0,inf,2528.0,4132,6486,1000
154,openb-pod-5527,0,inf,1545.0,2238,3891,1000
155,openb-pod-8143,0,inf,2168.0,4001,5245,1000
156,openb-pod-5551,0,inf,4771.0,7002,12615,1000
157,openb-pod-5097,0,2840.0,1478.0,2804,3593,1000
158,openb-pod-3811,0,inf,1805.0,3399,4498,1000
159,openb-pod-3082,0,inf,3212.0,5616,8364,650
160,openb-pod-8088,0,inf,3140.0,5689,8175,1000
161,openb-pod-7947,0,inf,1065.0,1584,2748,1000
162,openb-pod-7863,0,inf,14900.0,25501,37747,1000
163,openb-pod-8090,0,inf,5409.0,7865,14108,1000
164,openb-pod-6571,0,inf,2744.0,4100,6600,1000
165,openb-pod-1231,0,inf,2113.0,3721,5487,470
166,openb-pod-4082,0,inf,4477.0,6655,11697,1000
167,openb-pod-7254,0,inf,3638.0,5431,9430,1000
168,openb-pod-6577,0,inf,2541.0,4207,6659,1000
169,openb-pod-6664,0,inf,5063.0,9959,12337,1000
170,openb-pod-5517,0,inf,7921.0,12685,19261,1000
171,openb-pod-3564,0,inf,4050.0,6145,10317,1000
172,openb-pod-3080,0,inf,1710.0,2765,4207,460
173,openb-pod-1305,0,inf,26382.0,40204,65578,810
174,openb-pod-2632,0,inf,9389.0,14716,24827,470
175,openb-pod-5185,0,inf,1411.0,2364,3419,1000
176,openb-pod-3804,0,inf,1263.0,1816,3327,1000
177,openb-pod-5405,0,inf,24863.0,37273,62580,1000
178,openb-pod-3576,0,inf,21780.0,37833,54086,1000
179,openb-pod-4576,0,inf,3439.0,5577,8862,1000
180,openb-pod-7721,0,inf,4143.0,6398,10161,1000
181,openb-pod-7304,0,inf,1380.0,2163,3533,1000
182,openb-pod-2400,0,inf,2366.0,3439,5754,470
183,openb-pod-1115,0,2392.0,1205.0,2115,3069,810
184,openb-pod-2254,0,14668.0,5583.0,9573,13408,320
185,openb-pod-6450,0,inf,1156.0,2134,3053,1000
186,openb-pod-7447,0,inf,2456.0,4021,6168,1000
187,openb-pod-4038,0,inf,12966.0,20346,31697,1000
188,openb-pod-4786,0,inf,2150.0,3298,5304,1000
189,openb-pod-6655,0,inf,2219.0,3221,5696,1000
190,openb-pod-4444,0,inf,3971.0,7797,10478,1000
191,openb-pod-4790,0,inf,480730.0,753023,1237745,1000
192,openb-pod-3104,0,inf,40717.0,81407,102784,320
193,openb-pod-2653,0,inf,1070.0,1844,2710,810
194,openb-pod-6572,0,5525.0,4436.0,7009,11511,1000
195,openb-pod-7587,0,inf,7940.0,15564,20970,1000
196,openb-pod-6453,0,inf,2251.0,4119,5651,1000
197,openb-pod-7753,0,inf,4646.0,9191,11328,1000
198,openb-pod-5339,0,inf,1320.0,2521,3299,1000
199,openb-pod-5644,0,inf,1512.0,2854,3849,1000
200,openb-pod-1476,0,inf,3569.0,6000,8598,810
201,openb-pod-2228,0,6562.0,4222.0,7815,10768,650
202,openb-pod-5589,0,inf,2578.0,3685,6458,1000
203,openb-pod-7605,0,inf,1067.0,1834,2647,1000
204,openb-pod-6999,0,inf,3403.0,5033,8633,1000
205,openb-pod-3522,0,inf,9271.0,17951,23393,1000
206,openb-pod-3643,0,inf,13928.0,24020,35535,1000
207,openb-pod-3314,0,inf,1196.0,1832,2953,810
208,openb-pod-4475,0,inf,4101.0,6716,10608,1000
209,openb-pod-3240,0,inf,3238910.0,5516783,8399271,470
210,openb-pod-2048,0,inf,7240.0,13947,18417,220
211,openb-pod-1923,0,inf,1016.0,1467,2445,810
212,openb-pod-7894,0,4834.0,3627.0,5358,9410,1000
213,openb-pod-2227,0,15719.0,7721.0,13832,18740,470
214,openb-pod-2319,0,18738.0,11463.0,22052,29801,810
215,openb-pod-5488,0,inf,12795.0,25220,32512,1000
216,openb-pod-3185,0,inf,1302.0,2041,3168,160
217,openb-pod-4974,0,inf,2381.0,4684,5826,1000
218,openb-pod-7528,0,inf,1201.0,2086,3063,1000
219,openb-pod-5687,0,inf,2027.0,3850,5163,1000
220,openb-pod-7091,0,inf,4098.0,7881,10158,1000
221,openb-pod-2926,0,inf,1658.0,2872,4374,810
222,openb-pod-3251,0,inf,2259.0,3781,5448,160
223,openb-pod-3926,0,inf,1151.0,2154,2832,1000
224,openb-pod-4271,0,inf,7579.0,14371,18750,1000
225,openb-pod-7939,0,inf,1637.0,3027,4287,1000
226,openb-pod-3824,0,inf,15361.0,28134,40296,1000
227,openb-pod-7011,0,inf,116945.0,181300,292905,1000
228,openb-pod-7164,0,inf,4760.0,7108,11601,1000
229,openb-pod-6893,0,1660.0,1129.0,1685,2959,1000
230,openb-pod-5320,0,inf,1051.0,1480,2578,1000
231,openb-pod-2071,0,inf,8537.0,16414,20749,220
232,openb-pod-4513,0,inf,3659.0,5290,9016,1000
233,openb-pod-1828,0,inf,1113.0,1593,2815,470
234,openb-pod-7031,0,inf,2035.0,3400,5143,1000
235,openb-pod-1510,0,inf,1465.0,2514,3656,810
236,openb-pod-7058,0,inf,5843.0,9399,14459,1000
237,openb-pod-7603,0,inf,1740.0,3352,4426,1000
238,openb-pod-6015,0,inf,1499.0,2665,3611,1000
239,openb-pod-1800,0,inf,2625.0,3714,6790,470
240,openb-pod-5083,0,inf,1947.0,3355,5103,1000
241,openb-pod-5215,0,inf,1272.0,2403,3350,1000
242,openb-pod-7852,0,inf,7176.0,10232,17677,1000
243,openb-pod-6683,0,inf,1237.0,2373,3098,1000
244,openb-pod-4904,0,inf,1736.0,3408,4241,1000
245,openb-pod-7541,0,inf,10141.0,19888,26048,1000
246,openb-pod-4859,0,inf,1101.0,2136,2922,1000
247,openb-pod-5595,0,inf,1828.0,3445,4804,1000
248,openb-pod-3626,0,inf,7225.0,11365,18444,1000
249,openb-pod-4056,0,inf,1393.0,2234,3540,1000
250,openb-pod-1122,0,inf,4275.0,6733,10959,470
251,openb-pod-4639,0,inf,15150.0,27300,38606,1000
252,openb-pod-1361,0,inf,1014.0,1580,2672,810
253,openb-pod-8099,0,inf,1695.0,3117,4388,1000
254,openb-pod-4073,0,inf,1134.0,2011,2987,1000
255,openb-pod-4753,0,inf,2371.0,4443,5777,1000
256,openb-pod-5329,0,inf,2257.0,4427,5624,1000
257,openb-pod-2597,0,inf,1144.0,2260,2833,590
258,openb-pod-4249,0,inf,1713.0,3009,4435,1000
259,openb-pod-4657,0,inf,951112.0,1537207,2526225,1000
260,openb-pod-2495,0,inf,31817.0,47783,82184,810
261,openb-pod-3549,0,inf,1467.0,2756,3735,1000
262,openb-pod-6469,0,inf,1439.0,2262,3788,1000
263,openb-pod-8000,0,inf,3197.0,5996,8060,1000
264,openb-pod-6696,0,inf,2190.0,4315,5349,1000
265,openb-pod-7351,0,inf,3717.0,5725,9706,1000
266,openb-pod-4010,0,inf,1916.0,3416,4690,1000
267,openb-pod-5263,0,inf,5568.0,8023,13874,1000
268,openb-pod-4674,0,12717.0,4693.0,7708,12293,1000
269,openb-pod-4396,0,inf,1339.0,2218,3347,1000
270,openb-pod-4234,0,inf,1052.0,1861,2685,1000
271,openb-pod-4055,0,inf,4422.0,8353,11761,1000
272,openb-pod-4299,0,inf,21094.0,30855,51063,1000
273,openb-pod-6758,0,inf,3954.0,7493,10391,1000
274,openb-pod-3852,0,inf,2036.0,3342,5207,1000
275,openb-pod-5423,0,inf,4447.0,7651,11554,1000
276,openb-pod-4448,0,23593.0,8329.0,15854,21902,1000
277,openb-pod-4188,0,inf,7356.0,13831,18143,1000
278,openb-pod-6226,0,inf,5803.0,8906,15381,1000
279,openb-pod-6324,0,inf,2818.0,5543,6955,1000
280,openb-pod-6886,0,inf,3833.0,7092,9713,1000
281,openb-pod-4353,0,inf,3673.0,5710,9649,1000
282,openb-pod-7124,0,inf,2372.0,3945,5871,1000
283,openb-pod-7423,0,inf,1396.0,2257,3685,1000
284,openb-pod-7795,0,inf,1867.0,2911,4904,1000
285,openb-pod-4887,0,inf,2379.0,3777,6189,1000
286,openb-pod-7561,0,inf,4427.0,6903,11631,1000
287,openb-pod-7831,0,inf,1140.0,1922,3023,1000
288,openb-pod-2518,0,inf,1355.0,1899,3353,810
289,openb-pod-6595,0,11827.0,3951.0,6727,9586,1000
290,openb-pod-3681,0,inf,7671.0,14054,19879,1000
291,openb-pod-2487,0,inf,5365.0,8962,13541,480
292,openb-pod-3520,0,inf,7223.0,10114,19204,1000
293,openb-pod-5958,0,inf,1339.0,1925,3216,1000
294,openb-pod-5073,0,inf,3197.0,6144,7725,1000
295,openb-pod-5996,0,inf,1587.0,2914,3965,1000
296,openb-pod-4395,0,inf,2517.0,4410,6424,1000
297,openb-pod-7060,0,inf,11848.0,16778,30598,1000
298,openb-pod-2586,0,inf,7730.0,14075,19138,650
299,openb-pod-3993,0,inf,10434.0,19360,25812,1000
300,openb-pod-4973,0,inf,1240.0,1914,3146,1000
301,openb-pod-4160,0,inf,7212.0,12484,17350,1000
302,openb-pod-2452,0,inf,7231.0,10759,18785,330
303,openb-pod-4847,0,3330.0,1134.0,1876,2849,1000
304,openb-pod-3803,0,inf,742962.0,1136270,1936604,1000
305,openb-pod-7520,0,inf,1993.0,2793,4886,1000
306,openb-pod-6114,0,inf,21635.0,38479,53536,1000
307,openb-pod-2773,0,inf,1518.0,2644,3934,320
308,openb-pod-4600,0,inf,2814.0,4805,7241,1000
309,openb-pod-8111,0,inf,14605.0,20924,37523,1000
310,openb-pod-2329,0,inf,1536.0,2666,3941,460
311,openb-pod-6668,0,inf,2970.0,5594,7500,1000
312,openb-pod-2404,0,inf,1854.0,3488,4759,470
313,openb-pod-5519,0,inf,1440.0,2300,3500,1000
314,openb-pod-1424,0,inf,2040.0,3409,5105,650
315,openb-pod-5837,0,inf,3246.0,5422,7897,1000
316,openb-pod-7201,0,43833.0,16921.0,30658,44824,1000
317,openb-pod-1389,0,inf,2036.0,3060,5243,160
318,openb-pod-6900,0,inf,4159.0,6872,11053,1000
319,openb-pod-1820,0,30329.0,13079.0,21058,31724,650
320,openb-pod-4084,0,inf,2027.0,3568,5170,1000
321,openb-pod-3053,0,inf,7767.0,13282,19146,810
322,openb-pod-1830,0,4478.0,2828.0,5243,7240,470
323,openb-pod-1730,0,inf,9750.0,18504,25615,810
324,openb-pod-4117,0,inf,1837.0,2839,4573,1000
325,openb-pod-5560,0,inf,7618.0,13323,19532,1000
326,openb-pod-4319,0,inf,4157.0,6621,11051,1000
327,openb-pod-2185,0,3372.0,1132.0,2247,2744,810
328,openb-pod-4972,0,inf,2694.0,4103,6887,1000
329,openb-pod-7086,0,inf,1023.0,1518,2558,1000
330,openb-pod-3180,0,inf,27408.0,41157,69237,320
331,openb-pod-2012,0,inf,2931.0,4974,7264,460
332,openb-pod-6452,0,inf,1864.0,3280,4859,1000
333,openb-pod-4357,0,inf,1057.0,1484,2724,1000
334,openb-pod-3234,0,inf,2590.0,3949,6801,650
335,openb-pod-2124,0,inf,1517.0,2228,3675,470
336,openb-pod-4981,0,inf,6184.0,11354,15270,1000
337,openb-pod-7877,0,inf,1167.0,2246,2837,1000
338,openb-pod-3675,0,inf,6815.0,12634,17978,1000
339,openb-pod-1611,0,inf,6271.0,11421,16680,470
340,openb-pod-5558,0,inf,2415.0,3671,6054,1000
341,openb-pod-4235,0,inf,6778.0,10425,16557,1000
342,openb-pod-2082,0,20241.0,10704.0,21327,27651,220
343,openb-pod-1838,0,inf,25559.0,43617,66990,320
344,openb-pod-6932,0,inf,1281.0,2213,3180,1000
345,openb-pod-4687,0,inf,1008.0,1680,2666,1000
346,openb-pod-3808,0,inf,1255.0,2424,3051,1000
347,openb-pod-7834,0,inf,1919.0,3233,4737,1000
348,openb-pod-7576,0,inf,3951.0,7064,9627,1000
349,openb-pod-7309,0,inf,11589.0,16955,28148,1000
350,openb-pod-7851,0,inf,2063.0,3289,5411,1000
351,openb-pod-7996,0,inf,12852.0,19407,33837,1000
352,openb-pod-8055,0,inf,12419.0,19018,32089,1000
353,openb-pod-7697,0,13004.0,4954.0,7844,12560,1000
354,openb-pod-5872,0,inf,3836.0,6865,9273,1000
355,openb-pod-4672,0,inf,2099.0,3122,5581,1000
356,openb-pod-4813,0,inf,2806.0,4567,7158,1000
357,openb-pod-5613,0,inf,2612709.0,4232491,6928282,1000
358,openb-pod-2804,0,44223.0,27916.0,39785,68856,160
359,openb-pod-2447,0,inf,7802.0,12574,19343,470
360,openb-pod-4183,0,inf,1676.0,2424,4024,1000
361,openb-pod-6025,0,inf,3463.0,5010,9053,1000
362,openb-pod-5975,0,inf,1601.0,2687,4112,1000
363,openb-pod-6364,0,inf,3182.0,5819,8449,1000
364,openb-pod-1588,0,inf,1384.0,2301,3405,650
365,openb-pod-6959,0,inf,1199.0,2365,2977,1000
366,openb-pod-6515,0,5176.0,2100.0,2956,5294,1000
367,openb-pod-4713,0,inf,21635.0,30340,53003,1000
368,openb-pod-4391,0,inf,7177.0,12409,17820,1000
369,openb-pod-6027,0,inf,7212.0,11979,19125,1000
370,openb-pod-7015,0,inf,20606.0,35540,53280,1000
371,openb-pod-6018,0,inf,1052.0,1557,2630,1000
372,openb-pod-6480,0,inf,2387.0,4440,5893,1000
373,openb-pod-5304,0,11356.0,8938.0,16108,22944,1000
374,openb-pod-5816,0,inf,6325.0,11505,16258,1000
375,openb-pod-6914,0,inf,4647.0,7069,11311,1000
376,openb-pod-6479,0,2163.0,1129.0,2126,2904,1000
377,openb-pod-4798,0,inf,1938.0,3474,5048,1000
378,openb-pod-6620,0,inf,1357.0,2265,3356,1000
379,openb-pod-5890,0,inf,1132.0,2107,2958,1000
380,openb-pod-6925,0,inf,3743.0,7092,9560,1000
381,openb-pod-3810,0,inf,3626.0,6067,8966,1000
382,openb-pod-4200,0,inf,1140.0,2186,2807,1000
383,openb-pod-7025,0,inf,2648.0,5273,6551,1000
384,openb-pod-5510,0,inf,3302.0,5772,8773,1000
385,openb-pod-6839,0,inf,1160.0,1990,2859,1000
386,openb-pod-7050,0,5743.0,3879.0,7233,9806,1000
387,openb-pod-7714,0,inf,1428.0,2246,3723,1000
388,openb-pod-7030,0,inf,1560.0,2333,3744,1000
389,openb-pod-5700,0,39905.0,15118.0,28974,39510,1000
390,openb-pod-3563,0,inf,3834.0,7082,9575,1000
391,openb-pod-5515,0,inf,1499.0,2657,3940,1000
392,openb-pod-7333,0,inf,2284.0,4235,5818,1000
393,openb-pod-5306,0,inf,1491.0,2872,3914,1000
394,openb-pod-5460,0,inf,3747.0,7203,9550,1000
395,openb-pod-6361,0,inf,7365.0,11420,18389,1000
396,openb-pod-5629,0,8517.0,4202.0,7901,10376,1000
397,openb-pod-3016,0,inf,4506.0,7933,11700,320
398,openb-pod-4445,0,inf,2103.0,3747,5324,1000
399,openb-pod-3259,0,inf,37083.0,61265,92251,160
400,openb-pod-5953,0,inf,1563.0,2819,3934,1000
401,openb-pod-3583,0,inf,1226.0,2090,3012,1000
402,openb-pod-6300,0,inf,2223.0,4012,5649,1000
403,openb-pod-5268,0,inf,4035.0,6422,10193,1000
404,openb-pod-4797,0,inf,2121.0,3708,5504,1000
405,openb-pod-5272,0,inf,2840.0,4910,7535,1000
406,openb-pod-7258,0,inf,1500.0,2969,3667,1000
407,openb-pod-7454,0,inf,3319.0,5690,8239,1000
408,openb-pod-7856,0,inf,1075.0,1887,2678,1000
409,openb-pod-7083,0,inf,1677.0,2885,4454,1000
410,openb-pod-3779,0,inf,2487.0,3579,6057,1000
411,openb-pod-8125,0,inf,1503.0,2369,3935,1000
412,openb-pod-6321,0,inf,38200.0,57542,97331,1000
413,openb-pod-6539,0,inf,1140.0,2161,2838,1000
414,openb-pod-7449,0,inf,6524.0,10430,16879,1000
415,openb-pod-2045,0,inf,3922.0,5870,9837,810
416,openb-pod-4081,0,inf,2826.0,5493,7080,1000
417,openb-pod-6270,0,inf,4050.0,6602,10288,1000
418,openb-pod-6475,0,inf,5886.0,10206,15607,1000
419,openb-pod-6461,0,inf,1011.0,1557,2553,1000
420,openb-pod-1432,0,inf,9928.0,17045,24985,220
421,openb-pod-4199,0,inf,70065.0,129429,169477,1000
422,openb-pod-7459,0,6532.0,4157.0,6004,10443,1000
423,openb-pod-4584,0,inf,1008.0,1920,2598,1000
424,openb-pod-7462,0,inf,3356.0,4731,8451,1000
425,openb-pod-4293,0,inf,2043.0,3283,5343,1000
426,openb-pod-7608,0,inf,2040.0,3960,4963,1000
427,openb-pod-3707,0,inf,12947.0,23075,32262,1000
428,openb-pod-6251,0,inf,2941.0,5474,7747,1000
429,openb-pod-2304,0,inf,2719.0,4583,6709,220
430,openb-pod-7491,0,inf,4609.0,7401,11240,1000
431,openb-pod-4372,0,inf,12479.0,19437,30848,1000
432,openb-pod-6397,0,inf,4002.0,6863,9733,1000
433,openb-pod-5161,0,inf,2041.0,3359,5260,1000
434,openb-pod-8107,0,inf,2761.0,4592,6703,1000
435,openb-pod-1638,0,inf,11356.0,21791,29098,470
436,openb-pod-7551,0,inf,2881.0,4656,7657,1000
437,openb-pod-3368,0,7901.0,2939.0,4409,7301,470
438,openb-pod-5865,0,inf,3536.0,5124,9137,1000
439,openb-pod-2614,0,inf,1598.0,2267,4067,650
440,openb-pod-7313,0,inf,3760.0,5680,9105,1000
441,openb-pod-6476,0,inf,2150.0,3493,5568,1000
442,openb-pod-6773,0,inf,1381.0,2570,3462,1000
443,openb-pod-4995,0,inf,2581.0,4849,6584,1000
444,openb-pod-6186,0,inf,1947.0,2902,4984,1000
445,openb-pod-4858,0,inf,2917.0,4298,7342,1000
446,openb-pod-2724,0,inf,11677.0,22820,29335,220
447,openb-pod-4218,0,inf,2100.0,3643,5116,1000
448,openb-pod-5118,0,inf,1296.0,1982,3336,1000
449,openb-pod-7654,0,inf,7760.0,12160,19226,1000
450,openb-pod-8148,0,inf,1556.0,2833,3892,1000
451,openb-pod-4170,0,inf,4056.0,7973,10413,1000
452,openb-pod-2749,0,inf,1126.0,2072,2743,650
453,openb-pod-2906,0,19509.0,12206.0,23132,30746,230
454,openb-pod-6613,0,inf,6001.0,9539,14968,1000
455,openb-pod-2362,0,inf,1174.0,1807,2821,370
456,openb-pod-7577,0,inf,1102.0,2125,2810,1000
457,openb-pod-3273,0,inf,8818.0,12436,22873,810
458,openb-pod-1464,0,inf,101751.0,173044,248762,810
459,openb-pod-7868,0,inf,12313.0,19266,31978,1000
460,openb-pod-7180,0,inf,3494.0,6918,8894,1000
461,openb-pod-6770,0,inf,9061.0,12958,23105,1000
462,openb-pod-7214,0,inf,1783.0,3540,4401,1000
